name,location,adname,address,type,rating,catering,accommodation,mall,store,superMarket,personal_items,residence,business,hospital,school,bus,parking,metro,GDP,country_income,country_consume,urban_income,urban_consume,population
大张(南华路店),"112.357891,34.661416",涧西区,洛阳市涧西区南华路于龙裕路交叉口东南100米,大型知名商超,4.7 ,23,2,0,7,9,1,7,0,0,0,2,2,0,73.228,13023,9607,25431,16032,45.2557
美宜多超市(华山路店),"112.392945,34.679296",涧西区,洛阳市涧西区华山路与符家屯中街交叉口东北50米,超级市场,4.0 ,100,13,1,24,11,1,8,0,5,1,3,5,0,73.228,13023,9607,25431,16032,45.2557
振兴批发,"112.426139,34.721021",老城区,洛阳市老城区祥云路北50米,超级市场,3.0 ,50,2,0,10,2,2,1,0,2,1,7,3,0,24.5864,9810,6523,24597,15443,17.6587
盛宜和超市,"112.399221,34.641357",涧西区,洛阳市涧西区丽春西路与浅井南路交叉口东100米,超级市场,3.5 ,142,12,0,9,4,1,14,2,7,2,6,6,0,73.228,13023,9607,25431,16032,45.2557
大张精品超市(长申店),"112.406348,34.653999",涧西区,洛阳市涧西区辽宁路与丽新路交叉口长申国际负二楼,大型知名商超,5.0 ,316,25,5,12,6,25,25,4,16,0,10,25,2,73.228,13023,9607,25431,16032,45.2557
大张生鲜超市(康华店),"112.371362,34.668713",涧西区,洛阳市涧西区景华路120号,大型知名商超,4.7 ,177,1,1,22,6,2,25,1,8,1,8,16,2,73.228,13023,9607,25431,16032,45.2557
嘉扬百货,"112.482399,34.654269",洛龙区,洛阳市洛龙区东中西岗村道与军民南路交叉口东南50米,超级市场,3.2 ,50,15,0,10,2,2,5,1,0,0,1,5,0,172.4,14086,14312,33971,23477,38.69
丽赢超市,"112.473758,34.687425",老城区,洛阳市老城区建安街49号附近,超级市场,3.5 ,412,25,3,25,16,17,50,2,18,0,21,17,2,24.5864,9810,6523,24597,15443,17.6587
丹尼斯超市(汉华商贸通元店),"112.433463,34.666764",西工区,洛阳市西工区凯旋西路与纱厂南路交叉口西北150米,大型知名商超,3.0 ,265,25,5,21,7,25,25,7,8,0,24,25,3,133.9005,15701,14909,38783,26889,36.21
天兴批发超市,"112.366927,34.670523",涧西区,洛阳市涧西区武汉路与汉阳路交叉口西100米,超级市场,3.5 ,143,1,0,17,10,2,25,0,6,1,2,13,1,73.228,13023,9607,25431,16032,45.2557
麦点超市,"112.367887,34.665198",涧西区,洛阳市涧西区西苑路路与武汉路交叉口东200米路北,超级市场,4.5 ,222,7,1,20,11,4,25,2,11,5,5,15,2,73.228,13023,9607,25431,16032,45.2557
大张超市(唐宫店),"112.446377,34.676327",西工区,洛阳市西工区中州中路194号,大型知名商超,4.6 ,377,21,9,21,8,25,25,10,11,0,9,24,2,133.9005,15701,14909,38783,26889,36.21
万客来超市,"112.481549,34.701819",老城区,洛阳市老城区北盟路48号金铁花园隔壁,超级市场,3.5 ,73,5,0,20,9,1,24,0,4,0,8,0,0,24.5864,9810,6523,24597,15443,17.6587
必盛超市,"112.364381,34.662445",涧西区,洛阳市涧西区武汉南路与联盟路北100米路西大禹新村楼下,便利店,3.5 ,171,9,1,17,17,5,23,1,14,3,5,7,1,73.228,13023,9607,25431,16032,45.2557
望远镜平价超市,"112.45473,34.679406",西工区,洛阳市西工区唐宫中路洛玻唐四小区8号楼2单元,超级市场,5.0 ,120,10,0,12,5,3,23,2,4,1,12,14,1,133.9005,15701,14909,38783,26889,36.21
周天百货,"112.374656,34.657981",涧西区,洛阳市涧西区龙麟路80号,超级市场,3.5 ,100,14,0,19,6,4,18,0,2,3,5,4,1,73.228,13023,9607,25431,16032,45.2557
大张超市(九七店),"112.448309,34.667915",西工区,洛阳市西工区体育场路17号院附近,大型知名商超,4.6 ,154,25,1,24,2,3,25,8,11,3,8,25,2,133.9005,15701,14909,38783,26889,36.21
天天便利超市(凝碧北街),"112.428337,34.631235",洛龙区,洛阳市洛龙区凝碧北街与英才路交叉口东20米,超级市场,3.2 ,74,10,0,7,5,2,18,0,5,0,3,6,0,172.4,14086,14312,33971,23477,38.69
世纪隆生活超市(长春店),"112.406286,34.659705",涧西区,洛阳市涧西区山东路与长春路交叉口东南50米,超级市场,3.5 ,269,12,2,22,4,6,25,3,13,0,10,19,2,73.228,13023,9607,25431,16032,45.2557
丹尼斯超市(升龙店),"112.415633,34.676663",西工区,洛阳市西工区升龙广场A区12号楼底商铺1-13号,大型知名商超,3.5 ,100,21,1,22,8,5,25,1,6,0,4,20,0,133.9005,15701,14909,38783,26889,36.21
丹尼斯超市(汉华商贸怡心苑店),"112.476769,34.624887",洛龙区,洛阳市洛龙区太康路与龙门大道交叉口向东50米怡心苑小区,大型知名商超,3.5 ,140,16,1,24,4,1,8,0,1,0,4,8,0,172.4,14086,14312,33971,23477,38.69
丹尼斯超市(汉华商贸瀛洲店),"112.383566,34.638609",涧西区,洛阳市涧西区瀛洲北路35附近,大型知名商超,3.5 ,20,4,0,13,4,1,4,0,2,1,5,4,0,73.228,13023,9607,25431,16032,45.2557
屈臣氏(西工W61生活公园店),"112.419654,34.674002",西工区,洛阳市西工区王城大道与健康西路交叉口西南角W61生活公园首层,超级市场,3.5 ,149,100,1,16,8,3,25,2,8,0,6,12,0,133.9005,15701,14909,38783,26889,36.21
大张便利168店,"112.428265,34.662938",西工区,洛阳市西工区凯旋西路与王城大道交叉口南100米,大型知名商超,4.6 ,111,25,1,12,7,4,50,7,5,1,8,23,1,133.9005,15701,14909,38783,26889,36.21
大润发(凤山路),"112.471083,34.153266",汝阳县,洛阳市汝阳县文化路52号附近,超级市场,3.0 ,商场,25,8,25,8,11,25,2,10,0,17,11,0,115.5195,6653,5215,18421.5,10938,41.36
洛阳市第二师综合商店,"112.477143,34.68868",瀍河回族区,洛阳市瀍河回族区老同化街与桑园街交叉口东100米,超级市场,3.5 ,534,25,2,25,16,24,50,1,21,1,23,14,2,82.7693,11128,9140,25222.11,13646.73,18.84
海峰副食(中共李村镇委员会西南),"112.59503,34.601501",洛龙区,洛阳市洛龙区320省道南50米,超级市场,2.0 ,50,8,0,7,4,5,0,0,3,0,3,1,0,172.4,14086,14312,33971,23477,38.69
涛涛超市,"112.467115,34.694082",老城区,洛阳市老城区春都路岳荣小区4号楼门口,超级市场,3.2 ,75,2,0,13,7,2,12,0,0,0,9,7,0,24.5864,9810,6523,24597,15443,17.6587
金饶生活超市,"112.443704,34.658014",西工区,洛阳市西工区春园东路与滨河北路交叉口北200米,超级市场,3.5 ,157,13,0,25,10,5,17,1,1,1,4,8,1,133.9005,15701,14909,38783,26889,36.21
大张超市(笑天店),"112.450361,34.674776",西工区,洛阳市西工区中州中路245号建业凯旋广场负一楼,大型知名商超,4.5 ,417,25,6,23,6,25,25,14,15,1,12,25,2,133.9005,15701,14909,38783,26889,36.21
丹尼斯超市(汉化商贸联盟店),"112.398858,34.651854",涧西区,洛阳市涧西区联盟路6-2号,大型知名商超,3.5 ,220,21,0,19,5,6,25,4,13,2,9,22,1,73.228,13023,9607,25431,16032,45.2557
宏达超市,"112.06596,34.745518",新安县,洛阳市新安县庙头电厂路口南,超级市场,2.9 ,50,8,0,14,3,2,1,0,1,1,8,0,0,343.9188,9743,7254,22541,17820,47.45
美诗林超市,"112.400604,34.639351",涧西区,洛阳市涧西区浅井南路3-30,超级市场,3.5 ,125,9,0,15,6,0,16,0,8,2,11,9,0,73.228,13023,9607,25431,16032,45.2557
小梁生活超市,"112.4086,34.635583",涧西区,洛阳市涧西区南苑路80号附近,超级市场,3.5 ,157,14,0,20,8,1,20,2,11,0,18,25,0,73.228,13023,9607,25431,16032,45.2557
泉声便利超市,"112.506931,34.695733",瀍河回族区,洛阳市瀍河回族区瀍河回族区启明东路258号,便利店,3.5 ,75,21,0,25,4,2,25,0,7,4,9,13,1,82.7693,11128,9140,25222.11,13646.73,18.84
玉容超市,"112.46996,34.64848",洛龙区,洛阳市洛龙区安石路与龙门大道交叉口西100米,超级市场,5.0 ,143,25,1,25,4,3,9,0,3,2,6,5,0,172.4,14086,14312,33971,23477,38.69
日配(王府井百货东区),"112.435092,34.668641",西工区,洛阳市西工区中州中路429号王府井百货东区B1层,超级市场,3.5 ,378,25,8,24,11,25,25,14,12,1,24,25,4,133.9005,15701,14909,38783,26889,36.21
如意百货店,"112.431241,34.681746",西工区,洛阳市西工区金谷园中街与金谷街交叉口南150米,超级市场,3.5 ,236,162,2,25,11,4,25,3,8,2,25,21,2,133.9005,15701,14909,38783,26889,36.21
锅圈食汇,"112.421813,34.622465",洛龙区,洛阳市洛龙区学子街西100米,超级市场,3.5 ,175,25,0,17,6,1,7,1,8,1,13,7,0,172.4,14086,14312,33971,23477,38.69
千家百惠生活量贩,"112.425726,34.611366",洛龙区,洛阳市洛龙区开元大道德园北门东侧,超级市场,3.5 ,25,19,0,9,6,1,4,0,4,18,4,5,0,172.4,14086,14312,33971,23477,38.69
大福园,"112.457486,34.608548",洛龙区,洛阳市洛龙区翠云路与兴洛东街交叉口向东15米(翠云路上),超级市场,3.5 ,122,50,1,14,6,2,10,0,7,0,16,22,2,172.4,14086,14312,33971,23477,38.69
爱心蔬菜超市,"112.404762,34.620684",涧西区,洛阳市涧西区创业路37号,超级市场,3.5 ,25,8,0,10,3,1,15,0,3,0,6,5,0,73.228,13023,9607,25431,16032,45.2557
欣怡超市,"112.423728,34.678592",西工区,洛阳市西工区纱厂西路72号白马医院大门东侧,超级市场,3.5 ,75,9,0,12,6,3,25,1,9,0,4,14,1,133.9005,15701,14909,38783,26889,36.21
珍珠坊超市,"112.402595,34.665421",涧西区,洛阳市涧西区建设路57号(张仲景大药房隔壁),超级市场,3.0 ,168,10,0,17,3,6,25,2,4,3,5,8,0,73.228,13023,9607,25431,16032,45.2557
伟伟超市,"112.467582,34.674192",老城区,洛阳市老城区新生西街与黄梅路交叉口东北50米,便利店,3.3 ,113,25,0,22,7,1,25,3,7,1,9,19,1,24.5864,9810,6523,24597,15443,17.6587
健南副食店,"112.44011,34.674387",西工区,洛阳市西工区健康南路28号,超级市场,3.5 ,185,21,4,25,6,8,25,9,9,0,15,25,3,133.9005,15701,14909,38783,26889,36.21
鸿运好邻居超市,"112.442639,34.660789",西工区,洛阳市西工区牡丹桥东一街44号,超级市场,3.5 ,227,24,2,25,12,6,25,3,11,0,8,16,1,133.9005,15701,14909,38783,26889,36.21
利群烟酒商贸,"112.408373,34.645378",涧西区,洛阳市涧西区丽春路104号附近,超级市场,3.5 ,401,75,4,21,10,25,50,9,10,2,15,24,0,73.228,13023,9607,25431,16032,45.2557
腾腾超市,"112.346231,34.68334",涧西区,洛阳市涧西区中心大道与南园街交叉口东北50米,超级市场,3.5 ,25,3,1,9,2,2,4,0,2,0,6,0,1,73.228,13023,9607,25431,16032,45.2557
丹尼斯超市(国花路店),"112.428398,34.700645",老城区,洛阳市老城区国花路与魏紫路交叉口红绿灯南100米路东,大型知名商超,4.0 ,100,4,0,10,8,1,8,0,4,2,11,3,2,24.5864,9810,6523,24597,15443,17.6587
轩轩超市(买家街店),"112.495669,34.701987",瀍河回族区,洛阳市瀍河回族区瀍河回族区北窑买家街中信小区5号楼一单元102小区门口西边轩轩超市,超级市场,2.2 ,25,0,0,13,8,1,9,0,1,0,2,0,0,82.7693,11128,9140,25222.11,13646.73,18.84
西苑超市,"112.436405,34.685853",西工区,洛阳市西工区道南路1号洛阳站附近,超级市场,3.5 ,190,100,1,25,16,2,25,2,10,0,25,17,2,133.9005,15701,14909,38783,26889,36.21
易客来(解放路店),"112.431554,34.670497",西工区,洛阳市西工区解放路与唐宫西路交叉口向北200米路西(中讯大酒店隔壁),超级市场,4.0 ,501,50,7,25,11,25,25,18,12,2,17,50,3,133.9005,15701,14909,38783,26889,36.21
惠客便利店,"112.477825,34.683859",老城区,洛阳市老城区中州东路与吉市胡同交叉口北50米,超级市场,3.5 ,635,50,10,25,15,22,50,5,25,0,9,25,2,24.5864,9810,6523,24597,15443,17.6587
全佳乐购物广场,"112.577894,34.677864",洛龙区,洛阳市洛龙区洛岳路,超级市场,5.0 ,7,4,0,1,3,0,0,0,0,0,4,0,0,172.4,14086,14312,33971,23477,38.69
易客来(纱厂东路店),"112.433362,34.678648",西工区,洛阳市西工区汉屯路街道解放路44号中讯大酒店隔壁,超级市场,3.5 ,209,50,0,19,9,3,25,6,13,2,21,25,3,133.9005,15701,14909,38783,26889,36.21
丹尼斯超市(汉华商贸上阳店),"112.423917,34.648925",西工区,洛阳市西工区上阳路与上阳西二街交叉口盛世唐庄1号楼一层商铺,大型知名商超,3.5 ,50,5,0,17,4,3,14,0,3,0,5,3,0,133.9005,15701,14909,38783,26889,36.21
丹尼斯超市(汉华商贸唐宫店),"112.427699,34.669219",西工区,洛阳市西工区唐宫西路升龙广场F区,大型知名商超,3.5 ,197,50,1,24,3,8,25,15,9,2,9,25,2,133.9005,15701,14909,38783,26889,36.21
利友润滑油超市,"112.369517,34.702192",西工区,洛阳市西工区红山街道衡山路文化大院东南100米,超级市场,3.5 ,10,5,1,2,3,0,2,0,0,0,5,2,0,133.9005,15701,14909,38783,26889,36.21
娟娟低价超市,"112.477206,34.691545",瀍河回族区,洛阳市瀍河回族区瀍河回族区安喜门外西50米环城路古仓街交叉口,超级市场,3.5 ,297,11,2,25,13,18,25,1,11,1,23,9,1,82.7693,11128,9140,25222.11,13646.73,18.84
中泰便民超市,"112.391902,34.638811",涧西区,洛阳市涧西区瀛洲路中泰世纪花城一号门附近,超级市场,2.5 ,15,2,0,3,2,1,6,0,2,0,2,2,0,73.228,13023,9607,25431,16032,45.2557
科苑乐购超市(科大校园店),"112.415908,34.601735",洛龙区,洛阳市洛龙区河南科技大学开元校区第二食堂1层,超级市场,4.5 ,25,1,0,4,2,1,2,0,1,5,3,2,0,172.4,14086,14312,33971,23477,38.69
丹尼斯超市(汉华商贸电厂店),"112.392849,34.676953",涧西区,洛阳市涧西区华山路与电厂路交叉口东100米,大型知名商超,4.0 ,98,6,1,22,9,2,8,1,6,1,3,5,0,73.228,13023,9607,25431,16032,45.2557
金江超市,"112.649053,34.62602",洛龙区,洛阳市洛龙区掘丁路与320省道交叉口西北50米,超级市场,3.5 ,100,13,0,6,7,10,1,0,3,1,4,0,0,172.4,14086,14312,33971,23477,38.69
惠众生活超市,"112.366874,34.692286",西工区,洛阳市西工区衡山桥南西200米,超级市场,3.5 ,11,1,0,2,1,1,3,0,1,0,2,0,0,133.9005,15701,14909,38783,26889,36.21
远丰超市,"112.489636,34.641725",洛龙区,洛阳市洛龙区安乐镇北新街郑村文化大院附近,超级市场,1.6 ,25,0,0,4,2,1,1,0,0,0,0,0,0,172.4,14086,14312,33971,23477,38.69
丹尼斯超市(汉华商贸九都店),"112.460817,34.669499",西工区,洛阳市西工区九都路与南昌路南100米锦茂国际12楼1203室起越教育洛阳分校,大型知名商超,3.5 ,138,25,0,25,3,1,25,3,11,4,7,13,1,133.9005,15701,14909,38783,26889,36.21
中弘购物超市,"112.435737,34.68435",西工区,洛阳市西工区道南路81中乾大酒店,超级市场,3.5 ,217,171,1,25,16,2,25,5,11,0,25,18,2,133.9005,15701,14909,38783,26889,36.21
大张超市(嵩北店),"112.407109,34.677177",涧西区,洛阳市涧西区嵩山路3号,大型知名商超,4.5 ,141,4,0,18,12,5,20,0,5,0,5,5,0,73.228,13023,9607,25431,16032,45.2557
丽丽超市(华山路店),"112.390678,34.67393",涧西区,洛阳市涧西区华山路49附近,便利店,2.4 ,25,1,0,10,6,2,6,1,3,0,2,2,0,73.228,13023,9607,25431,16032,45.2557
塔湾副食,"112.519453,34.696695",瀍河回族区,洛阳市瀍河回族区瀍河回族区启明东路63号,超级市场,3.5 ,50,5,0,12,3,0,10,0,3,0,2,5,1,82.7693,11128,9140,25222.11,13646.73,18.84
弘运超市,"112.503079,34.698476",瀍河回族区,洛阳市瀍河回族区瀍河回族区启明北路33号,超级市场,3.5 ,50,13,0,18,4,1,20,0,4,6,8,9,0,82.7693,11128,9140,25222.11,13646.73,18.84
朋朋超市,"112.503021,34.716098",瀍河回族区,洛阳市瀍河回族区沐春路马坡清真中寺旁,超级市场,3.5 ,25,0,0,2,5,1,1,0,0,0,0,0,0,82.7693,11128,9140,25222.11,13646.73,18.84
京津量贩(洛新店),"112.308023,34.68547",新安县,洛阳市新安县洛新开发区京津路1号,超级市场,5.0 ,50,9,1,4,4,1,9,1,1,0,8,4,0,343.9188,9743,7254,22541,17820,47.45
好日子生活超市,"112.371827,34.550803",洛龙区,洛阳市洛龙区龙山线与003乡道交叉口北50米,超级市场,5.0 ,50,1,0,2,6,0,0,0,1,0,1,0,0,172.4,14086,14312,33971,23477,38.69
丹尼斯超市(汉华商贸太康店),"112.463758,34.625165",洛龙区,洛阳市洛龙区太康路与广利街交汇处附近,大型知名商超,2.9 ,214,11,1,14,9,2,8,3,4,1,8,17,0,172.4,14086,14312,33971,23477,38.69
丹尼斯超市(汉华商贸展览店),"112.444354,34.613412",洛龙区,洛阳市洛龙区展览路与通济街交叉口红太阳小区1号楼一层商铺,大型知名商超,5.0 ,75,14,0,18,7,1,13,3,11,2,10,18,2,172.4,14086,14312,33971,23477,38.69
桃花超市,"112.481114,34.703445",老城区,洛阳市老城区五股路街道北盟路68号-6号,超级市场,3.5 ,25,2,0,10,9,1,18,0,1,0,3,0,0,24.5864,9810,6523,24597,15443,17.6587
惠万家生活购物广场,"112.424439,34.413032",伊川县,洛阳市伊川县鹤鸣东路17号,超级市场,5.0 ,119,13,0,14,8,5,16,1,6,0,17,7,0,290,8730,6750,19024,14805,45.66
红万家超市,"112.522651,34.575322",洛龙区,洛阳市洛龙区320省道西50米,超级市场,3.0 ,25,6,0,12,1,1,0,0,8,0,2,1,0,172.4,14086,14312,33971,23477,38.69
壮仔超市,"112.428095,34.654257",西工区,洛阳市西工区西工街道丽春东路名优雅筑1号楼,超级市场,5.0 ,50,16,0,11,9,3,25,7,3,0,0,18,0,133.9005,15701,14909,38783,26889,36.21
丹尼斯超市(汉华商贸河洛店),"112.406157,34.635401",涧西区,洛阳市涧西区河洛路与银川路交叉口名门a座,大型知名商超,4.0 ,187,9,0,24,6,3,23,1,7,0,19,24,0,73.228,13023,9607,25431,16032,45.2557
启明超市,"112.480499,34.640864",洛龙区,洛阳市洛龙区牡丹宫路南50米,超级市场,3.5 ,12,1,0,3,3,0,0,0,0,0,0,0,0,172.4,14086,14312,33971,23477,38.69
红霞副食商行,"112.412216,34.675362",涧西区,洛阳市涧西区芳华路同乐建材市场内C-105商铺,超级市场,3.5 ,50,9,0,13,7,4,18,0,3,0,5,13,0,73.228,13023,9607,25431,16032,45.2557
万祥副食超市,"112.425028,34.662443",西工区,洛阳市西工区凯旋西路与爱民街交叉口南50米,超级市场,3.5 ,203,25,1,17,11,7,50,5,13,4,9,21,1,133.9005,15701,14909,38783,26889,36.21
子辉生活超市,"112.443331,34.657854",西工区,洛阳市西工区春园东路与滨河北路交叉口西北200米,超级市场,3.5 ,155,12,0,25,10,4,18,0,1,1,4,7,1,133.9005,15701,14909,38783,26889,36.21
丰远超市,"112.489639,34.641691",洛龙区,洛阳市洛龙区北新街与西一街交叉口西南50米,超级市场,3.5 ,25,0,0,4,2,1,1,0,0,0,0,0,0,172.4,14086,14312,33971,23477,38.69
丹尼斯超市(汉华商贸九龙店),"112.489637,34.694751",瀍河回族区,洛阳市瀍河回族区翠阜路与金家街交叉口西150米,大型知名商超,3.5 ,75,7,0,18,4,6,25,0,11,1,14,6,0,82.7693,11128,9140,25222.11,13646.73,18.84
四特酒老六生活超市,"112.440141,34.654062",西工区,洛阳市西工区滨河北路水榭王城123号商铺,超级市场,3.5 ,25,3,0,16,6,1,9,1,1,0,3,4,1,133.9005,15701,14909,38783,26889,36.21
金梅百货超市,"112.434394,34.682547",西工区,洛阳市西工区解放路3号东北70米,超级市场,3.5 ,266,175,1,25,19,3,25,5,12,2,25,25,2,133.9005,15701,14909,38783,26889,36.21
中窑超市,"112.491471,34.701436",瀍河回族区,洛阳市瀍河回族区买家街306号附近,超级市场,3.5 ,25,0,0,9,9,1,10,0,1,0,1,0,0,82.7693,11128,9140,25222.11,13646.73,18.84
丹尼斯,"112.409794,34.605744",洛龙区,洛阳市洛龙区古城街道瀛洲路水木菁华西门,大型知名商超,4.2 ,100,25,0,15,10,1,7,1,1,0,9,4,0,172.4,14086,14312,33971,23477,38.69
春蓝超市,"112.429959,34.680637",西工区,洛阳市西工区纱厂北路王冰川口腔诊所旁,超级市场,3.5 ,239,100,1,25,11,4,25,5,8,2,22,23,2,133.9005,15701,14909,38783,26889,36.21
张小妹生活超市,"112.416006,34.677642",西工区,洛阳市西工区纱厂西路93号附近,超级市场,3.5 ,130,18,0,25,8,4,25,1,6,0,3,17,0,133.9005,15701,14909,38783,26889,36.21
馨达超市,"112.422248,34.68394",西工区,洛阳市西工区棉麻路8号院附近,超级市场,3.5 ,7,3,0,1,4,0,18,0,1,1,0,6,0,133.9005,15701,14909,38783,26889,36.21
怡发超市,"112.39697,34.598187",洛龙区,洛阳市洛龙区富弼北街923,超级市场,3.5 ,75,17,0,7,8,0,7,0,3,0,8,1,0,172.4,14086,14312,33971,23477,38.69
金丰园购物中心,"112.378171,34.552084",洛龙区,洛阳市洛龙区丰李镇丰李村,超级市场,3.5 ,25,1,0,2,5,0,0,0,1,0,0,0,0,172.4,14086,14312,33971,23477,38.69
惠客来超市,"112.412731,34.643587",涧西区,洛阳市涧西区丽新路与丽水路交叉口西南50米,超级市场,3.5 ,296,21,1,23,13,23,25,6,13,0,8,20,0,73.228,13023,9607,25431,16032,45.2557
综合超市,"112.464833,34.675912",老城区,洛阳市老城区五贤街42号附近,超级市场,3.5 ,158,24,0,25,10,4,25,4,14,1,9,18,2,24.5864,9810,6523,24597,15443,17.6587
第一诚信超市,"112.503203,34.577327",洛龙区,洛阳市洛龙区南门里街东50米,超级市场,3.5 ,4,1,0,3,4,1,0,0,0,0,0,0,0,172.4,14086,14312,33971,23477,38.69
福万家超市,"112.50258,34.574362",洛龙区,洛阳市洛龙区文化广场南一街北100米,超级市场,3.5 ,10,3,0,2,5,1,0,0,0,0,1,4,0,172.4,14086,14312,33971,23477,38.69
